id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
17907202,strict,t,t,100%,11/9/13
7074232,strict,t,t,80%,9/8/13
9547394,strict,t,t,100%,2/5/12
5074013,moderate,t,t,0%,8/31/12
14107433,moderate,t,t,100%,4/13/12
4557832,flexible,t,t,100%,8/13/14
18785214,strict,t,t,100%,2/6/14
948034,flexible,t,t,100%,3/30/16
4768678,flexible,t,t,0%,3/2/16
1914160,moderate,t,t,94%,4/3/14
14693801,flexible,t,f,100%,10/20/16
3032367,flexible,t,t,0%,7/3/13
18596546,strict,t,f,89%,12/2/13
7347350,moderate,t,t,100%,7/26/15
6764884,moderate,t,t,100%,4/3/11
10166945,strict,t,f,100%,6/26/17
10787814,flexible,t,f,100%,9/23/14
17342172,moderate,t,f,100%,4/23/16
15238910,moderate,t,t,100%,2/28/11
6640662,flexible,t,f,0%,10/17/13
20727858,strict,t,t,100%,3/25/12
1294300,flexible,t,f,0%,12/21/15
17980989,moderate,t,t,0%,9/16/14
18307336,flexible,t,t,40%,6/29/15
19756641,moderate,t,t,0%,3/9/14
11497060,flexible,t,f,0%,1/24/14
12227988,flexible,t,f,100%,7/9/17
9184982,moderate,t,t,100%,10/24/12
4870883,flexible,t,t,90%,2/4/17
2818454,flexible,t,f,100%,6/9/15
7917008,strict,t,t,100%,3/25/12
7106154,strict,t,t,0%,5/18/15
4183801,strict,t,t,100%,10/3/15
13960131,moderate,t,t,0%,8/19/14
5914638,strict,t,f,0%,11/8/12
11221712,strict,t,t,100%,2/5/13
3614983,strict,t,t,90%,9/25/11
16854863,strict,t,t,100%,7/11/13
10263516,strict,t,f,100%,9/8/17
7996425,moderate,t,t,100%,12/16/13
17931035,strict,t,f,0%,2/26/15
15991989,strict,t,t,100%,5/5/17
15284641,strict,t,t,100%,2/2/16
18628459,strict,t,t,70%,4/2/14
3522119,flexible,t,f,100%,8/20/13
15856036,moderate,t,f,0%,8/29/16
18386105,flexible,t,t,100%,2/9/10
46843,strict,t,t,90%,11/1/11
16855679,moderate,t,f,0%,1/23/14
5755232,strict,t,t,100%,12/9/12
19887942,strict,t,f,100%,10/3/13
1048190,flexible,t,f,0%,7/17/17
19696559,moderate,t,t,100%,6/12/11
13860092,strict,t,f,100%,10/8/14
14312883,flexible,t,t,100%,10/24/14
18407764,moderate,t,t,83%,4/28/14
18471579,flexible,t,t,100%,4/9/12
8553287,strict,t,f,100%,3/7/17
19362296,strict,t,t,97%,10/4/11
7700054,moderate,t,t,100%,8/1/14
17026665,flexible,t,t,0%,11/25/13
981410,moderate,t,t,100%,12/13/15
15787985,strict,t,t,100%,9/7/16
6901856,strict,t,t,100%,5/18/16
11300567,moderate,t,t,0%,3/23/14
3237764,flexible,t,t,100%,9/27/15
20639808,moderate,t,t,100%,4/24/13
9929972,strict,t,f,100%,5/5/16
15344463,flexible,t,t,93%,6/13/16
797712,strict,t,t,100%,1/8/11
3867654,strict,t,t,100%,7/29/11
13230911,strict,t,f,100%,12/22/11
8319488,moderate,t,t,100%,11/15/16
3670,moderate,t,t,90%,5/13/12
16335138,flexible,t,f,0%,3/20/15
18359326,moderate,t,t,100%,10/17/15
14435027,strict,t,t,100%,4/17/14
14649383,flexible,t,f,0%,5/17/16
1362512,strict,t,t,100%,8/7/14
14903061,strict,t,t,100%,10/27/13
5756365,strict,t,t,0%,6/26/13
15774102,strict,t,t,0%,7/11/12
4209106,moderate,t,f,100%,11/24/14
17794378,strict,t,t,100%,8/30/11
5270394,moderate,t,f,0%,9/12/14
11647490,strict,t,f,60%,4/11/16
18018735,flexible,t,f,100%,1/18/16
10223695,moderate,t,t,100%,5/7/13
3861299,flexible,t,f,100%,8/26/17
993040,strict,t,f,100%,3/25/14
2487848,strict,t,t,0%,3/31/13
5792141,strict,t,t,80%,3/12/10
1190997,moderate,t,t,100%,10/17/10
9112463,flexible,t,t,0%,1/3/16
20648678,flexible,t,t,100%,10/19/13
10659136,strict,t,f,70%,11/10/16
1211904,moderate,t,f,0%,5/13/14
20023858,flexible,t,f,0%,4/15/15
6391780,strict,t,t,100%,7/27/11
11874525,moderate,t,f,100%,7/1/17
8384292,strict,t,f,86%,5/31/16
7228259,strict,t,t,100%,3/11/16
15122037,strict,t,f,100%,6/1/16
15957209,strict,t,t,100%,10/24/16
4162710,flexible,t,t,0%,4/14/15
12854069,flexible,t,t,100%,7/21/16
8883877,flexible,t,f,90%,11/21/14
15069807,strict,t,f,100%,8/31/11
295285,strict,t,f,100%,11/4/15
4530670,strict,t,t,0%,6/23/15
15616135,strict,t,t,0%,5/6/14
8308059,flexible,t,f,100%,7/6/14
1569444,flexible,t,t,100%,6/27/16
20604451,flexible,t,t,70%,5/16/16
5066813,strict,t,f,100%,6/5/16
13752025,moderate,t,t,100%,12/20/13
8973222,strict,t,t,100%,3/19/14
17774363,flexible,t,t,100%,5/14/12
14164319,strict,t,f,97%,10/12/10
18063815,strict,t,t,50%,1/7/16
12703904,flexible,t,f,0%,7/8/13
16225673,flexible,t,t,100%,3/15/15
20166404,strict,t,t,20%,4/10/14
19159737,strict,t,t,100%,10/8/14
502146,moderate,t,t,100%,9/3/14
1728497,moderate,t,t,100%,5/16/13
7282353,strict,t,t,0%,3/9/10
909859,flexible,t,t,20%,8/24/13
16165225,flexible,t,t,100%,6/23/16
3469023,flexible,t,t,0%,9/26/12
9654636,flexible,t,f,0%,3/1/15
16202884,strict,t,f,100%,5/19/16
11624915,moderate,t,t,0%,5/25/15
15100454,flexible,t,f,100%,9/27/15
2933772,flexible,t,f,100%,8/27/17
15326552,flexible,t,f,0%,12/12/14
19069381,flexible,t,t,100%,11/29/15
10863182,flexible,t,f,50%,3/26/12
20031965,strict,t,t,100%,9/8/15
17703401,flexible,t,t,100%,7/11/12
15785867,flexible,t,f,0%,10/4/15
14807325,strict,t,f,100%,3/27/17
16809041,flexible,t,f,100%,9/9/13
10970933,moderate,t,t,100%,4/7/16
16381884,moderate,t,t,89%,9/11/13
15596221,flexible,t,f,100%,10/6/15
16402189,flexible,t,t,0%,8/3/14
14068646,strict,t,f,100%,9/3/17
9925760,strict,t,t,100%,3/17/16
15126483,strict,t,t,90%,9/18/16
20335684,strict,t,t,92%,9/23/13
11842815,strict,t,t,100%,9/12/11
11120782,strict,t,f,100%,9/17/17
18471232,strict,t,f,75%,8/11/11
16291677,strict,t,f,90%,11/6/13
17126243,strict,t,t,71%,8/29/11
2105487,strict,t,t,100%,11/7/15
16497297,strict,t,t,0%,5/16/13
13749865,strict,t,t,100%,8/21/12
17964221,strict,t,t,90%,5/31/12
283072,flexible,t,t,90%,7/27/13
14431865,flexible,t,f,0%,5/14/15
7388299,strict,t,t,0%,4/1/15
6196354,strict,null,null,0%,null
16884888,moderate,t,t,100%,4/26/15
18122671,strict,t,t,100%,3/5/15
9954688,strict,t,t,100%,9/21/11
6034374,strict,t,t,100%,2/2/12
20192971,flexible,t,f,0%,5/23/16
19639906,strict,t,t,96%,5/8/12
14839106,flexible,t,f,0%,8/29/10
19250097,flexible,t,t,33%,9/13/13
15658995,flexible,t,t,100%,6/22/15
13998161,flexible,t,f,0%,4/22/13
2141306,strict,t,t,100%,5/1/14
16096254,moderate,t,f,90%,9/2/12
7545274,strict,t,t,100%,3/11/17
7476075,moderate,t,t,100%,1/17/14
5604704,flexible,t,t,0%,3/20/15
20591291,strict,t,t,100%,9/16/12
17177476,moderate,t,t,75%,11/2/13
17874036,strict,t,t,100%,3/30/15
19360685,flexible,t,t,0%,1/8/14
20058993,strict,t,t,100%,7/17/13
2387702,flexible,t,t,0%,7/11/13
308299,flexible,t,f,0%,7/31/13
12964842,flexible,t,f,0%,9/16/13
1831489,strict,t,t,0%,1/19/17
10946042,strict,t,t,100%,12/31/12
11927848,moderate,t,f,90%,4/23/16
17603687,moderate,t,f,100%,2/14/17
3751832,flexible,t,t,100%,9/24/14
640691,moderate,t,f,100%,5/9/17
14314192,flexible,t,f,0%,8/9/15
839320,strict,t,f,100%,4/27/15
13463721,moderate,t,t,100%,6/29/12
20249634,strict,t,t,100%,5/5/13
21196094,strict,t,t,100%,9/11/13
5683045,strict,t,t,100%,1/23/15
19309434,flexible,t,t,100%,11/9/13
19032930,strict,t,f,100%,4/26/17
20583998,strict,t,t,0%,7/1/14
8063598,strict,t,f,100%,4/20/15
4615713,moderate,t,f,100%,2/20/13
7562552,flexible,t,f,0%,7/7/16
13938420,strict,t,f,50%,12/8/16
20830032,strict,t,f,80%,2/13/15
4226098,moderate,t,t,100%,11/22/15
15167879,strict,t,f,100%,11/10/16
7514024,flexible,t,f,0%,10/24/14
17366110,strict,t,t,100%,3/23/14
16396399,strict,t,t,100%,5/18/14
14935064,flexible,t,f,100%,7/21/16
12287387,flexible,t,t,0%,10/24/14
644835,moderate,t,f,100%,4/16/15
19478246,flexible,t,t,0%,4/8/16
1905530,moderate,t,f,0%,4/26/12
18993190,strict,t,t,90%,2/15/16
13734633,moderate,t,t,100%,5/4/14
6701678,flexible,t,t,80%,10/6/16
16125336,flexible,t,t,100%,2/1/16
2070705,flexible,t,t,100%,10/24/13
2518907,strict,t,f,100%,7/6/17
8923817,moderate,t,t,100%,4/23/14
16239473,strict,t,t,100%,1/15/13
3790570,strict,t,t,100%,5/19/12
8860277,moderate,t,f,100%,9/4/16
1365676,flexible,t,f,0%,4/1/15
17986818,moderate,t,f,100%,4/21/14
2604498,flexible,t,t,100%,2/5/15
4371584,moderate,t,t,0%,2/5/12
15344098,moderate,t,f,100%,3/22/15
16667175,moderate,t,t,100%,6/13/12
18276771,moderate,t,t,0%,10/30/16
17616943,strict,t,t,100%,6/7/13
4085413,strict,t,t,90%,4/29/17
8054051,strict,t,t,100%,6/18/13
16439133,strict,t,t,100%,6/4/16
9647558,moderate,t,t,100%,3/13/17
15821240,flexible,t,t,100%,7/28/11
13922095,strict,t,f,100%,12/27/11
3066976,moderate,t,t,100%,9/16/12
7133350,flexible,t,t,0%,5/7/14
17591266,strict,t,t,80%,7/15/15
16008519,flexible,t,f,100%,4/11/16
13226781,flexible,t,t,100%,3/4/17
16242691,flexible,t,f,0%,7/17/17
6834204,strict,t,t,92%,1/12/12
6994259,strict,t,t,100%,11/19/15
14553441,strict,t,t,100%,8/5/14
16134075,strict,t,f,100%,4/30/14
11847204,strict,t,t,92%,10/31/09
12448756,moderate,t,f,0%,11/27/16
16397410,strict,t,t,0%,8/26/14
2096968,flexible,t,t,100%,11/25/15
13603582,strict,t,f,0%,10/12/15
12838957,flexible,t,t,0%,5/2/12
13748557,flexible,t,f,0%,10/28/15
545949,flexible,t,f,0%,2/4/16
18081006,strict,t,t,50%,10/12/10
8292614,flexible,t,t,100%,8/2/13
19610652,moderate,t,t,100%,4/6/16
13886449,moderate,t,t,97%,8/25/14
13380566,flexible,t,t,50%,9/26/15
14715853,moderate,t,t,100%,10/8/12
20588063,flexible,t,f,0%,12/5/16
79502,strict,t,f,100%,4/6/16
19332928,strict,t,f,80%,3/3/17
17764153,moderate,t,t,0%,5/10/14
465959,flexible,t,t,100%,11/7/13
8104726,moderate,t,t,0%,2/28/15
19115109,flexible,t,t,0%,8/30/16
2601402,moderate,t,t,100%,3/6/15
18392528,flexible,t,f,0%,3/26/17
5295676,moderate,t,t,100%,6/28/11
1401826,strict,t,t,100%,4/6/16
18025841,flexible,t,t,90%,5/21/14
19554150,strict,t,t,100%,8/10/13
6104388,strict,t,t,100%,10/16/12
13506472,flexible,t,t,100%,8/9/14
3404472,flexible,t,f,50%,5/8/16
21135600,flexible,t,f,0%,10/22/15
12025151,strict,t,t,0%,10/24/11
8043255,flexible,t,f,0%,2/7/16
10188546,flexible,t,f,0%,12/7/15
16194914,moderate,t,t,100%,2/7/12
18880089,strict,t,t,100%,4/18/11
3820775,moderate,t,t,100%,9/24/13
13452111,flexible,t,t,0%,7/30/13
5538737,strict,t,t,100%,1/19/15
16961415,strict,t,t,100%,4/18/13
6715918,strict,t,t,100%,12/13/12
8506683,moderate,t,t,100%,12/16/11
15765087,flexible,t,f,0%,5/24/16
14929647,flexible,t,f,50%,4/21/16
13866223,strict,t,t,0%,9/9/11
15449521,flexible,t,f,83%,1/25/14
13392635,strict,t,t,0%,12/23/14
5647069,strict,t,f,100%,2/17/16
13015710,moderate,t,t,100%,3/26/14
19811442,strict,t,t,90%,5/11/16
2764131,moderate,t,t,100%,1/24/12
20765319,flexible,t,f,0%,10/31/15
13654708,strict,t,t,100%,9/28/13
16614278,strict,t,t,100%,1/2/12
13624476,flexible,t,f,0%,10/9/15
13624795,strict,t,t,100%,11/27/15
7356890,flexible,t,f,100%,3/31/15
13429086,moderate,t,t,100%,1/11/15
133262,flexible,t,t,0%,12/6/14
12423497,strict,t,t,0%,3/24/13
17710500,strict,t,t,0%,11/18/15
8925563,flexible,t,f,0%,12/4/15
9694001,moderate,t,f,100%,5/16/16
15605948,moderate,t,t,100%,2/19/12
772362,flexible,t,t,20%,10/5/14
16999307,moderate,t,t,100%,7/13/15
10939255,flexible,t,t,90%,7/15/16
11984924,strict,t,t,100%,8/16/15
7602989,moderate,t,t,100%,1/24/14
13787558,flexible,t,t,0%,8/13/14
11582472,strict,t,t,100%,5/21/15
13686891,strict,t,t,100%,11/30/10
13667152,flexible,t,t,0%,10/11/14
18156268,moderate,t,t,100%,3/10/14
11692311,moderate,t,f,100%,7/8/16
5499928,flexible,t,t,0%,2/9/17
18231518,flexible,t,t,100%,5/24/16
13155196,flexible,t,t,100%,12/9/13
16279910,strict,t,f,100%,12/11/16
16794458,strict,t,t,100%,11/16/16
9016585,strict,t,t,100%,3/25/12
16216577,moderate,t,f,67%,8/25/16
15338402,strict,t,f,0%,11/3/12
12699620,strict,t,f,100%,5/29/13
17570252,strict,t,f,0%,9/29/16
18181620,strict,t,t,100%,3/7/16
14399901,moderate,t,t,100%,11/22/15
20522264,strict,t,t,100%,11/11/13
16944820,strict,t,t,100%,10/10/14
17948457,strict,t,f,100%,4/26/17
11459084,flexible,t,t,0%,5/21/15
9547801,moderate,t,f,0%,7/26/11
21039469,strict,t,t,100%,8/2/12
1892956,moderate,t,t,100%,5/19/14
6386363,flexible,t,f,0%,1/31/16
8782401,strict,t,t,100%,5/23/14
6820117,strict,t,f,90%,11/18/11
19298102,strict,t,t,100%,11/15/15
9466947,strict,t,f,100%,4/21/16
6899502,moderate,t,t,0%,10/13/15
3453750,strict,t,f,100%,1/9/17
20750965,strict,t,t,80%,8/17/16
18236840,flexible,t,t,94%,9/17/14
11655500,strict,t,t,100%,4/4/17
9618417,flexible,t,f,100%,1/20/17
14473548,flexible,t,f,100%,4/23/15
20622324,flexible,t,t,0%,3/4/15
7363801,strict,t,t,0%,5/27/13
7602945,flexible,t,t,100%,11/17/11
14426674,flexible,t,f,100%,3/9/17
14373079,moderate,t,t,71%,1/23/14
14781723,moderate,t,f,100%,1/25/15
14499172,strict,t,f,100%,2/3/12
12520314,moderate,t,t,100%,1/24/15
20827546,strict,t,t,0%,11/3/12
16098020,flexible,t,f,100%,7/11/17
13127171,moderate,t,f,100%,7/15/14
14895699,moderate,t,t,100%,3/27/12
19982436,strict,t,f,0%,1/8/15
8052243,strict,t,t,100%,10/10/16
14857529,flexible,t,f,0%,3/6/17
1295315,strict,t,t,96%,12/23/14
20465477,flexible,t,f,100%,11/9/16
10616275,strict,t,t,100%,3/19/14
9974562,strict,t,f,90%,4/30/16
12135609,flexible,t,t,0%,10/26/15
17071666,strict,t,t,100%,5/20/10
4840355,strict,t,f,100%,2/2/17
18294675,flexible,t,f,0%,4/6/15
17253030,flexible,t,f,77%,9/6/17
8072371,moderate,t,t,100%,7/21/14
3993975,strict,t,f,92%,5/24/12
11050763,moderate,t,t,100%,8/13/13
9613626,strict,t,f,100%,5/30/14
1929321,flexible,t,t,100%,6/5/14
15522852,strict,t,t,80%,9/7/14
15451190,strict,t,t,100%,6/2/15
16338510,strict,t,t,80%,5/18/15
15134267,flexible,t,f,100%,9/19/17
10501461,flexible,t,t,100%,5/13/15
15075561,flexible,t,f,0%,7/27/15
7619056,strict,t,t,100%,1/6/16
1455361,strict,t,t,100%,3/2/14
21037273,flexible,t,t,100%,4/8/12
15037754,strict,t,t,96%,12/3/14
8072141,strict,t,f,0%,1/20/15
16379963,strict,t,t,100%,2/17/15
21120246,flexible,t,t,100%,4/11/16
4121114,flexible,t,f,0%,12/18/16
13829928,moderate,t,t,0%,12/22/11
12054586,strict,t,t,0%,9/21/13
19005438,flexible,t,f,0%,11/13/13
1286024,moderate,t,t,0%,11/25/13
573414,strict,t,t,100%,9/10/15
15701850,flexible,t,f,0%,5/18/16
915020,strict,t,t,100%,8/12/12
7024474,strict,t,t,100%,6/27/14
16781785,flexible,t,t,83%,6/30/14
16457514,flexible,t,t,0%,11/18/13
14962189,flexible,t,t,0%,7/8/15
15371873,flexible,t,f,100%,9/6/15
15327483,moderate,t,f,96%,7/8/15
4766818,strict,t,t,100%,8/11/15
13099259,strict,t,t,100%,1/7/14
18852048,flexible,t,f,0%,12/3/14
20743305,strict,t,t,100%,7/23/14
20085462,moderate,t,t,100%,1/3/15
6713821,strict,t,t,100%,12/27/14
9550398,strict,t,f,100%,5/3/16
17368852,strict,t,t,100%,12/28/12
18199948,strict,t,f,0%,1/18/13
2045727,flexible,t,f,0%,8/29/15
1943175,flexible,t,t,100%,1/10/13
7420849,strict,t,t,100%,10/19/11
17334391,moderate,t,t,97%,2/10/16
14798850,flexible,t,t,100%,6/21/15
16570682,flexible,t,t,0%,6/30/12
4325737,flexible,t,t,100%,7/27/14
8485057,strict,t,t,100%,9/15/13
233189,flexible,t,t,100%,5/10/14
1875603,moderate,t,f,100%,8/31/13
17620454,flexible,t,f,0%,6/1/15
10100747,moderate,t,t,100%,1/16/15
15281975,strict,t,t,100%,6/3/14
14219316,strict,t,t,100%,3/6/14
16487874,moderate,t,t,0%,8/31/16
6939175,moderate,t,f,100%,10/16/11
971449,flexible,t,f,100%,11/10/16
4724943,strict,t,t,75%,1/15/12
7931882,moderate,t,t,100%,1/27/15
18356019,strict,t,t,0%,11/28/15
8456613,strict,t,t,100%,1/25/12
18488234,moderate,t,t,0%,1/31/14
17422671,strict,t,t,100%,3/24/13
16424508,moderate,t,t,100%,11/16/12
13924365,strict,t,f,100%,3/16/17
7061239,strict,t,f,100%,6/9/15
6949526,flexible,t,f,100%,8/12/16
832762,flexible,t,t,0%,5/19/14
15807267,strict,t,t,100%,10/18/11
208148,strict,t,f,100%,7/31/16
16603312,strict,t,f,100%,3/24/16
12870133,moderate,t,t,90%,2/13/11
15377847,strict,t,t,0%,6/28/16
159019,strict,t,t,100%,7/19/12
16160848,strict,t,t,80%,6/19/13
17126208,flexible,t,f,0%,6/13/14
13801453,flexible,t,f,0%,1/5/16
15758640,strict,t,t,100%,7/5/12
1955030,moderate,t,t,100%,7/20/10
13971697,flexible,t,f,0%,2/1/16
3861272,flexible,t,f,0%,5/18/16
3695375,flexible,t,t,0%,4/4/16
15098312,strict,t,t,100%,5/28/15
2515629,strict,t,t,100%,1/14/15
16945718,moderate,t,t,0%,3/31/15
14400725,strict,t,t,0%,5/21/13
13770680,moderate,t,t,100%,2/1/12
10988468,strict,t,t,0%,3/18/13
10781947,strict,t,t,100%,9/12/11
18908638,moderate,t,f,100%,7/8/11
15692349,flexible,t,f,0%,9/14/14
3455410,flexible,t,f,90%,8/9/16
10593704,strict,t,f,0%,10/15/16
12930048,strict,t,f,100%,9/8/10
1787771,moderate,t,t,100%,5/22/14
13014320,flexible,t,t,0%,4/22/13
19618443,flexible,t,t,0%,1/9/14
2089492,strict,t,t,100%,12/12/14
489018,flexible,t,f,67%,6/16/13
17008563,strict,t,t,100%,3/18/13
593253,strict,t,t,100%,8/19/15
12243556,strict,t,t,100%,4/16/14
18707698,moderate,t,f,0%,2/28/16
13441847,flexible,t,f,0%,11/18/14
18359001,flexible,t,t,90%,8/1/15
504440,strict,t,t,53%,8/26/14
14014439,strict,t,t,100%,7/27/12
1970512,moderate,t,f,null,3/16/15
859596,moderate,t,t,50%,4/2/14
19720613,moderate,t,t,100%,12/18/14
2502127,strict,t,t,95%,7/2/15
15422071,moderate,t,t,null,12/11/16
11889896,flexible,t,f,null,5/15/16
9900715,strict,t,f,100%,3/28/15
19475815,moderate,t,t,60%,11/15/15
18272663,moderate,t,t,null,3/14/10
5736448,moderate,t,t,90%,1/4/15
15503063,strict,t,t,100%,9/3/12
2305280,moderate,t,t,100%,1/10/14
9451423,strict,t,t,100%,1/18/15
16671880,moderate,t,t,null,11/12/15
14403641,moderate,t,t,100%,12/29/11
16333772,strict,t,t,100%,7/26/13
1083648,strict,t,t,100%,12/12/12
20763822,strict,t,t,100%,5/24/13
12902975,flexible,t,t,100%,2/3/17
17736640,moderate,t,t,100%,10/22/14
18045794,flexible,null,null,null,null
15745828,flexible,t,t,100%,12/28/12
18614596,flexible,t,f,null,9/18/15
7708956,flexible,t,t,100%,4/18/16
18190669,strict,t,t,83%,7/22/13
18273678,moderate,t,t,null,12/1/15
6134145,strict,t,f,null,9/25/14
5535629,moderate,t,t,100%,3/13/14
13101837,strict,t,t,100%,8/22/12
3457770,strict,t,t,86%,2/8/13
17007737,flexible,t,f,100%,8/27/15
15216905,strict,t,f,null,12/1/15
5638620,moderate,t,t,100%,4/15/15
20727991,strict,t,t,100%,7/17/13
18430785,strict,t,t,100%,7/20/15
1633442,strict,t,t,91%,6/9/11
14137537,moderate,t,t,96%,7/11/16
1144761,strict,t,f,100%,3/29/16
15220694,strict,t,t,100%,12/20/13
11431661,flexible,t,t,100%,8/5/15
17622948,strict,t,f,100%,6/19/15
8523742,moderate,t,t,100%,8/10/13
15177458,moderate,t,t,null,3/15/15
20748268,moderate,t,t,100%,4/5/16
16619371,flexible,t,f,100%,9/7/09
20523515,super_strict_30,t,t,68%,7/10/09
6451892,strict,t,t,100%,4/20/15
16162521,moderate,t,t,100%,1/4/13
1598033,strict,t,t,89%,9/30/14
18275502,strict,t,f,null,6/1/15
3826037,flexible,t,f,96%,9/2/17
15303274,strict,t,f,null,6/13/11
21110772,moderate,t,t,100%,9/16/12
3219305,moderate,t,f,100%,12/25/14
17790623,flexible,t,f,null,8/17/16
14297963,strict,t,t,100%,5/10/13
9667897,moderate,t,f,null,6/19/13
4934421,flexible,t,t,100%,7/26/15
17239490,moderate,t,t,null,7/6/15
9813364,flexible,t,f,null,4/12/16
11637044,strict,t,t,100%,2/14/14
16427473,strict,t,t,100%,9/23/11
13698474,moderate,null,null,null,null
12630697,strict,t,t,100%,2/14/14
552141,flexible,t,f,null,11/18/13
17944125,strict,t,t,100%,2/15/12
13741819,moderate,t,f,100%,8/29/17
15256527,flexible,t,f,100%,1/4/17
15374003,flexible,t,f,null,6/5/16
9422264,strict,t,t,90%,11/13/11
10118847,strict,t,t,100%,12/4/14
9093032,strict,t,t,100%,8/18/15
2811061,flexible,t,f,100%,10/21/15
8933046,moderate,t,t,100%,10/27/10
15357247,moderate,t,t,100%,3/5/15
2764202,strict,t,f,100%,12/15/16
16394456,moderate,t,t,100%,3/21/12
19593585,flexible,t,t,null,3/28/16
7970578,strict,t,t,100%,1/3/15
16051694,moderate,t,f,100%,12/15/16
18465687,moderate,t,t,100%,2/3/16
9210061,strict,t,f,null,6/29/14
11122394,strict,t,t,null,8/11/13
18562563,flexible,t,t,100%,5/18/15
1090048,flexible,t,t,0%,3/4/14
13999822,moderate,t,t,100%,7/27/12
16182441,strict,t,f,null,3/29/12
6374890,strict,t,t,83%,7/22/13
5734753,flexible,t,f,null,7/5/16
208831,flexible,t,t,null,2/27/14
5942800,strict,t,t,100%,8/6/15
17299,moderate,t,f,100%,12/19/16
12906879,moderate,t,f,null,11/6/15
19999661,flexible,t,t,null,8/5/14
18493434,strict,t,t,100%,11/16/11
11302528,moderate,t,f,null,6/8/15
20014895,strict,t,t,100%,9/17/11
583236,moderate,t,f,94%,3/1/17
12643899,flexible,t,f,20%,2/24/17
18458784,strict,t,t,100%,1/17/13
19786240,strict,t,t,null,11/10/15
14401326,strict,t,t,100%,5/26/13
530247,strict,t,t,100%,7/28/14
7939866,strict,t,t,100%,11/28/12
17734511,moderate,t,t,100%,4/22/14
3664714,strict,t,t,100%,5/16/16
16000494,flexible,t,t,null,5/21/12
17329011,strict,t,t,null,3/21/17
13201181,strict,t,t,100%,11/11/15
815592,strict,t,t,100%,12/24/15
20634283,moderate,t,t,null,12/2/14
12687169,strict,t,t,78%,9/27/14
13345572,strict,t,t,100%,9/8/10
18680010,strict,t,t,100%,12/13/12
15362850,flexible,t,f,90%,9/26/15
16300110,moderate,t,f,null,4/4/16
15804925,strict,t,t,100%,11/4/15
10032285,strict,t,f,90%,8/18/17
3279174,strict,t,t,100%,11/23/15
3433018,strict,t,t,100%,6/8/15
12629023,strict,t,t,100%,11/2/15
74680,flexible,t,f,100%,3/12/15
5806416,strict,t,t,94%,8/21/12
14236758,flexible,t,f,92%,1/23/17
17669930,flexible,t,t,null,11/21/09
8705572,strict,t,f,100%,8/10/16
12605864,strict,t,t,100%,8/14/15
7545750,strict,t,t,100%,6/11/15
12932878,strict,t,t,100%,10/10/14
9884357,strict,t,t,90%,8/30/14
10497657,strict,t,t,100%,9/27/13
20999381,moderate,t,f,100%,2/17/16
3633634,moderate,t,f,100%,2/4/16
16689720,strict,t,f,100%,12/1/16
18877717,strict,t,t,100%,10/26/11
17387095,flexible,t,t,null,8/5/15
8473523,moderate,t,t,null,12/15/13
1945508,flexible,t,t,100%,10/24/12
15421637,strict,t,t,100%,4/15/11
14732678,strict,t,f,90%,5/28/14
11737510,strict,t,f,null,8/16/11
10828914,strict,t,t,100%,8/1/16
4117128,strict,t,t,null,11/1/11
7760724,strict,t,t,93%,5/26/11
583255,moderate,t,t,100%,5/3/15
17268885,flexible,t,t,100%,7/7/11
1157522,flexible,t,f,100%,7/16/15
8276309,moderate,t,f,100%,2/19/17
8235932,flexible,t,f,100%,4/16/17
11439405,moderate,t,t,100%,3/30/15
2108851,strict,t,t,100%,6/27/15
12987735,flexible,t,f,33%,2/20/16
20991143,strict,t,f,100%,3/14/16
13082298,strict,t,t,38%,8/28/12
5952761,strict,t,t,100%,10/18/11
16272946,moderate,t,t,100%,10/17/16
